Sample ID	block	run	treatment	fauna	rank	temp	cockles_nb	shrimps_nb	worms_nb	seed_nb	seed_depth	0_nb	1_nb	2_nb	3_nb	4_nb	5_nb	germinated_perc	germ_perc_deep	0_germ_perc	1_germ_perc	germ_perc_1-6	2_germ_perc	3_germ_perc	4_germ_perc	5_germ_perc	germ_depth	germ_nb	0_germ_nb	1_germ_nb	2_germ_nb	3_germ_nb	4_germ_nb	5_germ_nb	GERM	DEEPNO	X1NO
2.16.5	16	2	Mix-Warming	MIX	5	WARM	1	0	3	10	0.95	4	3	2	0	0	1	0.142857143	0	0.333333333	0	0	0				0	1	1	0	0	0	0	0	0.10	TRUE	TRUE
2.2.1	.2	2	Cockles-control temp	COCKLE	2	COLD	2	0	0	12	0.583333333	4	6	1	1	0	0	0.181818182	0.285714286	0	0.333333333	0	0				0.5	2	0	2	0	0	0	0	0.20	TRUE	TRUE
2.2.2	.2	2	no fauna-control temp	NO	1	COLD	0	0	0	9	0.111111111	7	2	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	FALSE	FALSE
2.2.3	.2	2	Worms-control temp	WORM	4	COLD	0	0	14	9	0.222222222	7	1	1	0	0	0	0.375	1	0.285714286	1						0.166666667	3	2	1	0	0	0	0	0.33	FALSE	FALSE
2.2.4	.2	2	Shrimps-control temp	SHRIMP	3	COLD	0	2	0	8	0	8	0	0	0	0	0	0.285714286		0.285714286							0	2	2	0	0	0	0	0	0.25	FALSE	TRUE
2.2.5	.2	2	Mix-control temp	MIX	5	COLD	1	1	13	10	0.1	8	2	0	0	0	0	0.2	0	0.333333333	0						0	1	1	0	0	0	0	0	0.10	FALSE	FALSE
2.3.1	.3	2	Worms-control temp	WORM	4	COLD	0	0	57	8	0.1875	7	0	1	0	0	0	0.125	0	0.142857143		0	0				0	1	1	0	0	0	0	0	0.13	FALSE	FALSE
2.3.2	.3	2	Shrimps-control temp	SHRIMP	3	COLD	0	2	12	10	0.45	3	6	1	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0.00	TRUE	TRUE
2.3.3	.3	2	no fauna-control temp	NO	1	COLD	0	0	1	9	0.055555556	8	1	0	0	0	0	0.333333333	0	0.375	0						0	3	3	0	0	0	0	0	0.33	FALSE	FALSE
2.3.4	.3	2	Mix-control temp	MIX	5	COLD	1	1	18	11	0.227272727	6	5	0	0	0	0	0.142857143	0.25	0	0.25						0.5	1	0	1	0	0	0	0	0.09	TRUE	TRUE
2.3.5	.3	2	Cockles-control temp	COCKLE	2	COLD	2	0	0	10	0.2	6	4	0	0	0	0	0.25	0.333333333	0.2	0.333333333						0.25	2	1	1	0	0	0	0	0.20	TRUE	TRUE
2.4.1	.4	2	Cockles-control temp	COCKLE	2	COLD	2	0	0	11	0.636363636	5	4	0	2	0	0	0.375	0.6	0	0.666666667	0.5		0.5			1.166666667	3	0	2	0	1	0	0	0.27	TRUE	TRUE
2.4.2	.4	2	no fauna-control temp	NO	1	COLD	0	0	0	10	0	10	0	0	0	0	0	0.1		0.1							0	1	1	0	0	0	0	0	0.10	FALSE	TRUE
2.4.3	.4	2	Mix-control temp	MIX	5	COLD	1	0	15	9	0.277777778	4	5	0	0	0	0	0.142857143	0	0.333333333	0						0	1	1	0	0	0	0	0	0.11	TRUE	TRUE
2.4.4	.4	2	Shrimps-control temp	SHRIMP	3	COLD	0	1	3	10	0.35	3	7	0	0	0	0	0.25	0.2	0.333333333	0.2						0.25	2	1	1	0	0	0	0	0.20	TRUE	TRUE
2.4.5	.4	2	Worms-control temp	WORM	4	COLD	0	0	12	10	0.2	6	4	0	0	0	0	0.142857143	0.25	0	0.25						0.5	1	0	1	0	0	0	0	0.10	TRUE	TRUE
2.5.1	.5	2	Mix-control temp	MIX	5	COLD	1	1	26	8	0.1875	5	3	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
2.5.2	.5	2	Worms-control temp	WORM	4	COLD	0	0	24	9	1.5	2	0	5	1	1	0	0.125	0.142857143	0		0.142857143	0	0	1		3.5	1	0	0	0	0	1	0	0.11	TRUE	FALSE
2.5.3	.5	2	Cockles-control temp	COCKLE	2	COLD	2	0	6	10	0.6	2	6	2	0	0	0	0.3	0.25	0.5	0.166666667	0.5	0.5				0.666666667	3	1	1	1	0	0	0	0.30	TRUE	TRUE
2.5.4	.5	2	Shrimps-control temp	SHRIMP	3	COLD	0	2	0	10	0.25	5	5	0	0	0	0	0.333333333	0.6	0	0.6						0.5	3	0	3	0	0	0	0	0.30	TRUE	TRUE
2.5.5	.5	2	no fauna-control temp	NO	1	COLD	0	0	3	11	0.227272727	6	5	0	0	0	0	0.1	0	0.166666667	0						0	1	1	0	0	0	0	0	0.09	TRUE	TRUE
2.6.1	.6	2	Shrimps-control temp	SHRIMP	3	COLD	0	1	4	8	0.0625	7	1	0	0	0	0	0.333333333	0	0.4	0						0	2	2	0	0	0	0	0	0.25	FALSE	FALSE
2.6.2	.6	2	Cockles-control temp	COCKLE	2	COLD	2	0	5	9	0.444444444	1	8	0	0	0	0	0.5	0.571428571	0	0.571428571						0.5	4	0	4	0	0	0	0	0.44	TRUE	TRUE
2.6.3	.6	2	Mix-control temp	MIX	5	COLD	1	1	4	10	0.4	2	8	0	0	0	0	0.111111111	0.142857143	0	0.142857143						0.5	1	0	1	0	0	0	0	0.10	TRUE	TRUE
2.6.4	.6	2	no fauna-control temp	NO	1	COLD	0	0	2	7	0.071428571	6	1	0	0	0	0	0.142857143	0	0.166666667	0						0	1	1	0	0	0	0	0	0.14	FALSE	FALSE
2.6.5	.6	2	Worms-control temp	WORM	4	COLD	0	0	27	10	2.2	0	4	1	2	1	2	0.3	0.3		0.25	0.333333333	0	0	1	0.5	3	3	0	1	0	0	1	1	0.30	TRUE	TRUE
2.7.1	.7	2	Shrimps-control temp	SHRIMP	3	COLD	0	1	0	9	0	9	0	0	0	0	0	0		0								0	0	0	0	0	0	0	0.00	FALSE	TRUE
2.7.2	.7	2	Mix-control temp	MIX	5	COLD	1	1	14	13	0.153846154	9	4	0	0	0	0	0.333333333	0	0.5	0						0	2	2	0	0	0	0	0	0.15	TRUE	TRUE
2.7.3	.7	2	Worms-control temp	WORM	4	COLD	0	0	79	12	0.166666667	8	4	0	0	0	0	0.1	0	0.166666667	0						0	1	1	0	0	0	0	0	0.08	TRUE	TRUE
2.7.4	.7	2	Cockles-control temp	COCKLE	2	COLD	2	0	2	8	0.75	0	6	2	0	0	0	0	0		0	0	0					0	0	0	0	0	0	0	0.00	TRUE	TRUE
2.7.5	.7	2	no fauna-control temp	NO	1	COLD	0	0	0	10	0.25	5	5	0	0	0	0	0.2	0	0.4	0						0	2	2	0	0	0	0	0	0.20	TRUE	TRUE
2.8.1	.8	2	Cockles-control temp	COCKLE	2	COLD	2	0	0	10	0.5	4	4	2	0	0	0	0.111111111	0.2	0	0.25	0	0				0.5	1	0	1	0	0	0	0	0.10	TRUE	TRUE
2.8.2	.8	2	Shrimps-control temp	SHRIMP	3	COLD	0	2	10	10	0.3	6	3	1	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0.00	TRUE	TRUE
2.8.3	.8	2	Mix-control temp	MIX	5	COLD	1	0	22	13	0.153846154	9	4	0	0	0	0	0.1	0	0.166666667	0						0	1	1	0	0	0	0	0	0.09	TRUE	TRUE
2.8.4	.8	2	Worms-control temp	WORM	4	COLD	0	0	53	11	0.272727273	5	6	0	0	0	0	0.1	0.166666667	0	0.166666667						0.5	1	0	1	0	0	0	0	0.10	TRUE	TRUE
2.8.5	.8	2	no fauna-control temp	NO	1	COLD	0	0	0	10	0	10	0	0	0	0	0	0.3		0.3							0	3	3	0	0	0	0	0	0.30	FALSE	TRUE
2.9.1	.9	2	Worms-Warming	WORM	4	WARM	0	0	31	11	0.227272727	6	5	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
2.9.2	.9	2	no fauna-Warming	NO	1	WARM	0	0	15	10	0.2	6	4	0	0	0	0	0.142857143	0.25	0	0.25						0.5	1	0	1	0	0	0	0	0.10	TRUE	TRUE
2.9.3	.9	2	Shrimps-Warming	SHRIMP	3	WARM	0	1	3	10	0.4	6	3	0	1	0	0	0.222222222	0	0.333333333	0						0	2	2	0	0	0	0	0	0.20	TRUE	TRUE
2.9.4	.9	2	Cockles-Warming	COCKLE	2	WARM	2	0	3	10	0.6	2	6	2	0	0	0	0.375	0.428571429	0	0.5	0	0				0.5	3	0	3	0	0	0	0	0.30	TRUE	TRUE
2.9.5	.9	2	Mix-Warming	MIX	5	WARM	1	1	4	10	0.4	2	8	0	0	0	0	0.333333333	0.285714286	0.5	0.285714286						0.333333333	3	1	2	0	0	0	0	0.30	TRUE	TRUE
3.1.1	.1	3	Worms  - control	WORM	4	COLD	0	0	2	8	0.125	6	2	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	FALSE	FALSE
3.1.2	.1	3	No fauna – control	NO	1	COLD	0	0	20	8	0.5	0	8	0	0	0	0	0.125	0.125		0.125						0.5	1	0	1	0	0	0	0	0.10	TRUE	TRUE
3.1.3	.1	3	Mix - control	MIX	5	COLD	1	1	6	10	0.4	4	5	1	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.1.4	.1	3	Cockles - control	COCKLE	2	COLD	2	0	0	10	0.65	1	8	0	1	0	0	0.125	0.142857143	0	0.166666667	0		0			0.5	1	0	1	0	0	0	0	0.10	TRUE	TRUE
3.1.5	.1	3	Shrimps - control	SHRIMP	3	COLD	0	2	0	10	1.6	1	1	7	0	0	1	0	0		0	0	0			0		0	0	0	0	0	0	0	0.00	TRUE	FALSE
3.10.1	10	3	No fauna – warming	NO	1	WARM	0	0	0	5	0	5	0	0	0	0	0	0.5		0.5							0	2	2	0	0	0	0	0	0.20	FALSE	TRUE
3.10.2	10	3	Mix – warming	MIX	5	WARM	1	0	0	10	0.4	4	5	1	0	0	0	0.166666667	0.2	0	0.25	0	0				0.5	1	0	1	0	0	0	0	0.10	TRUE	TRUE
3.10.3	10	3	Cockles – warming	COCKLE	2	WARM	2	0	2	9	0.5	0	9	0	0	0	0	0.125	0.125		0.125						0.5	1	0	1	0	0	0	0	0.10	TRUE	TRUE
3.10.4	10	3	Shrimps – warming	SHRIMP	3	WARM	0	3	0	11	0.136363636	8	3	0	0	0	0	0		0								0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.10.5	10	3	Worms – warming	WORM	4	WARM	0	0	6	11	0.227272727	8	2	1	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	FALSE
3.11.1	11	3	Cockles – warming	COCKLE	2	WARM	2	0	3	9	0.5	0	9	0	0	0	0	0.333333333	0.333333333		0.333333333						0.5	2	0	2	0	0	0	0	0.20	TRUE	TRUE
3.11.2	11	3	Worms – warming	WORM	4	WARM	0	0	24	1	0	1	0	0	0	0	0	0		0								0	0	0	0	0	0	0	0.00	FALSE	FALSE
3.11.3	11	3	Mix – warming	MIX	5	WARM	1	1	0	12	0.541666667	5	5	1	1	0	0	0.2	0.333333333	0	0.5	0	0	0			0.5	2	0	2	0	0	0	0	0.20	TRUE	TRUE
3.11.4	11	3	No fauna – warming	NO	1	WARM	0	0	1	11	0.227272727	10	0	0	1	0	0	0		0								0	0	0	0	0	0	0	0.00	FALSE	TRUE
3.11.5	11	3	Shrimps – warming	SHRIMP	3	WARM	0	0	0	10	0.1	8	2	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	FALSE	FALSE
3.12.1	12	3	Cockles – control	COCKLE	2	COLD	2	0	1	11	0.681818182	5	5	0	0	0	1	0	0	0	0	0				0		0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.12.2	12	3	Shrimps – control	SHRIMP	3	COLD	0	3	11	11	0.545454545	7	1	2	1	0	0	0.222222222	0.25	0.2	0	0.333333333	0	1			1.25	2	1	0	0	1	0	0	0.20	TRUE	FALSE
3.12.3	12	3	Worms  - control  	WORM	4	COLD	0	0	6	10	0.55	1	8	1	0	0	0	0.125	0.142857143	0	0.166666667	0	0				0.5	1	0	1	0	0	0	0	0.10	TRUE	TRUE
3.12.4	12	3	No fauna – control	NO	1	COLD	0	0	3	10	0.15	7	3	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.12.5	12	3	Mix – control	MIX	5	COLD	2	1	4	10	1.05	3	3	1	3	0	0	0.166666667	0	1	0	0	0	0			0	1	1	0	0	0	0	0	0.10	TRUE	TRUE
3.13.1	13	3	Worms – warming	WORM	4	WARM	0	0	0	10	0.3	4	6	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.13.2	13	3	No fauna – warming	NO	1	WARM	0	0	2	9	0	9	0	0	0	0	0	0.25		0.25							0	2	2	0	0	0	0	0	0.20	FALSE	TRUE
3.13.3	13	3	Mix – warming	MIX	5	WARM	1	1	1	10	0.65	3	5	1	1	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.13.4	13	3	Shrimps – warming	SHRIMP	3	WARM	0	2	0	10	0.25	5	5	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.13.5	13	3	Cockles – warming	COCKLE	2	WARM	2	0	0	9	0.555555556	1	7	1	0	0	0	0.333333333	0.375	0	0.285714286	1	1				0.833333333	3	0	2	1	0	0	0	0.30	TRUE	TRUE
3.14.1	14	3	Cockles – control	COCKLE	2	COLD	2	0	0	9	0.333333333	3	6	0	0	0	0	0.375	0.6	0	0.6						0.5	3	0	3	0	0	0	0	0.30	TRUE	TRUE
3.14.2	14	3	Mix – control	MIX	5	COLD	1	2	12	11	0.363636364	3	8	0	0	0	0	0.25	0	0.333333333	0						0	1	1	0	0	0	0	0	0.10	TRUE	TRUE
3.14.3	14	3	Worms  - control	WORM	4	COLD	0	0	11	7	0.142857143	5	2	0	0	0	0	0.25	0	0.333333333	0						0	1	1	0	0	0	0	0	0.10	FALSE	FALSE
3.14.4	14	3	No fauna – control	NO	1	COLD	0	0	4	10	0.25	5	5	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.14.5	14	3	Shrimps – control	SHRIMP	3	COLD	0	1	3	10	0.9	2	5	2	0	1	0	0.125	0.166666667	0	0.2	0	0				0.5	1	0	1	0	0	0	0	0.10	TRUE	TRUE
3.15.1	15	3	Mix – warming	MIX	5	WARM	1	2	1	10	0.55	7	1	0	2	0	0	0.333333333	0.666666667	0.166666667	1	0.5		0.5			1	3	1	1	0	1	0	0	0.30	TRUE	FALSE
3.15.2	15	3	Worms – warming	WORM	4	WARM	0	0	15	9	0.333333333	3	6	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.15.3	15	3	Cockles – warming	COCKLE	2	WARM	2	0	4	10	0.9	0	7	2	1	0	0	0	0		0	0	0	0				0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.15.4	15	3	No fauna – warming	NO	1	WARM	0	0	10	10	0.05	9	1	0	0	0	0	0.2	0	0.222222222	0						0	2	2	0	0	0	0	0	0.20	FALSE	FALSE
3.15.5	15	3	Shrimps – warming	SHRIMP	3	WARM	0	4	8	10	0.35	3	7	0	0	0	0	0.111111111	0	0.5	0						0	1	1	0	0	0	0	0	0.10	TRUE	TRUE
3.16.1	16	3	Shrimps – warming	SHRIMP	3	WARM	0	2	0	11	0.545454545	3	6	2	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.16.2	16	3	No fauna – warming	NO	1	WARM	0	0	2	8	0	8	0	0	0	0	0	0		0								0	0	0	0	0	0	0	0.00	FALSE	TRUE
3.16.3	16	3	Worms – warming	WORM	4	WARM	0	0	6	7	0	7	0	0	0	0	0	0.142857143		0.142857143							0	1	1	0	0	0	0	0	0.10	FALSE	TRUE
3.16.4	16	3	Cockles – warming	COCKLE	2	WARM	2	0	4	10	1	2	3	4	1	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.16.5	16	3	Mix – warming	MIX	5	WARM	1	2	0	11	0.863636364	2	6	1	2	0	0	0.285714286	0.166666667	1	0	0.5	0	1			1.25	2	1	0	0	1	0	0	0.20	TRUE	TRUE
3.2.1	.2	3	Cockles – warming	COCKLE	2	WARM	2	0	2	10	0.45	1	9	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.2.2	.2	3	Shrimps – warming	SHRIMP	3	WARM	0	4	0	10	0.05	9	1	0	0	0	0	0.2	0	0.25	0						0	1	1	0	0	0	0	0	0.10	FALSE	FALSE
3.2.3	.2	3	Worms  - warming	WORM	4	WARM	0	0	12	10	0.15	7	3	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.2.4	.2	3	No fauna – warming	NO	1	WARM	0	0	1	10	0.05	9	1	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	FALSE	FALSE
3.2.5	.2	3	Mix – warming	MIX	5	WARM	1	2	4	10	0.7	2	6	1	1	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.3.1	.3	3	Cockles – warming	COCKLE	2	WARM	2	0	7	5	0.8	1	2	2	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0.00	TRUE	FALSE
3.3.2	.3	3	Mix – warming	MIX	5	WARM	1	0	13	10	0.4	2	8	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.3.3	.3	3	No fauna – warming	NO	1	WARM	0	0	2	9	0.222222222	5	4	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.3.4	.3	3	Worms – warming	WORM	4	WARM	0	0	5	10	0.2	6	4	0	0	0	0	0.333333333	0.333333333	0.333333333	0.333333333						0.166666667	3	2	1	0	0	0	0	0.30	TRUE	TRUE
3.3.5	.3	3	Shrimps – warming	SHRIMP	3	WARM	0	2	3	10	0.3	4	6	0	0	0	0	0.111111111	0	0.25	0						0	1	1	0	0	0	0	0	0.10	TRUE	TRUE
3.4.1	.4	3	Mix – control	MIX	5	COLD	1	1	2	10	0.35	7	2	0	1	0	0	0.166666667	0	0.2	0						0	1	1	0	0	0	0	0	0.10	TRUE	FALSE
3.4.2	.4	3	Cockles – control	COCKLE	2	COLD	2	0	2	10	0.4	4	5	1	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.4.3	.4	3	No fauna – control	NO	1	COLD	0	0	0	8	0.125	6	2	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	FALSE	FALSE
3.4.4	.4	3	Worms  - control	WORM	4	COLD	0	0	10	10	0.15	7	3	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.4.5	.4	3	Shrimps – control	SHRIMP	3	COLD	0	2	0	9	1.888888889	0	1	6	1	0	1	0	0			0	0	0		0		0	0	0	0	0	0	0	0.00	TRUE	FALSE
3.5.1	.5	3	No fauna – control	NO	1	COLD	0	0	0	9	0.333333333	3	6	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.5.2	.5	3	Shrimps – control	SHRIMP	3	COLD	0	1	6	10	0.1	8	2	0	0	0	0	0.111111111	0	0.142857143	0						0	1	1	0	0	0	0	0	0.10	FALSE	FALSE
3.5.3	.5	3	Mix - control	MIX	5	COLD	1	0	5	9	0.444444444	1	8	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.5.4	.5	3	Worms  - control	WORM	4	COLD	0	0	7	12	0.291666667	5	7	0	0	0	0	0.166666667	0	0.4	0						0	2	2	0	0	0	0	0	0.20	TRUE	TRUE
3.5.5	.5	3	Cockles – control	COCKLE	2	COLD	2	0	2	10	0.65	1	7	2	0	0	0	0	0		0	0	0					0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.6.1	.6	3	Shrimps – control	SHRIMP	3	COLD	0	1	17	11	0.090909091	9	2	0	0	0	0	0.1	0.5	0	0.5						0.5	1	0	1	0	0	0	0	0.10	FALSE	FALSE
3.6.2	.6	3	Worms  - control	WORM	4	COLD	0	0	74	5	0	5	0	0	0	0	0	0		0								0	0	0	0	0	0	0	0.00	FALSE	TRUE
3.6.3	.6	3	Cockles – control	COCKLE	2	COLD	2	0	5	7	0.428571429	1	6	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.6.4	.6	3	No fauna – control	NO	1	COLD	0	0	0	5	0.1	4	1	0	0	0	0	0.2	0	0.25	0						0	1	1	0	0	0	0	0	0.10	FALSE	FALSE
3.6.5	.6	3	Mix – control	MIX	5	COLD	1	1	8	10	1.05	1	4	4	1	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.7.1	.7	3	Mix – control	MIX	5	COLD	1	2	20	6	0.25	3	3	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.7.2	.7	3	Worms  - control  	WORM	4	COLD	0	0	25	11	0.409090909	2	9	0	0	0	0	0.285714286	0.2	0.5	0.2						0.25	2	1	1	0	0	0	0	0.20	TRUE	TRUE
3.7.3	.7	3	Cockles – control	COCKLE	2	COLD	2	0	1	9	1.333333333	0	6	1	1	0	1	0.142857143	0.142857143		0.166666667	0		0			0.5	1	0	1	0	0	0	0	0.10	TRUE	TRUE
3.7.4	.7	3	No fauna – control	NO	1	COLD	0	0	0	11	0	11	0	0	0	0	0	0		0								0	0	0	0	0	0	0	0.00	FALSE	TRUE
3.7.5	.7	3	Shrimps – control	SHRIMP	3	COLD	0	2	0	9	0.222222222	5	4	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.8.1	.8	3	Mix – control	MIX	5	COLD	1	2	0	11	0.136363636	8	3	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.8.2	.8	3	No fauna – control	NO	1	COLD	0	1	0	8	0.25	4	4	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.8.3	.8	3	Shrimps – control	SHRIMP	3	COLD	0	1	2	9	0.611111111	7	1	0	0	0	1	0	0	0		0				0		0	0	0	0	0	0	0	0.00	FALSE	FALSE
3.8.4	.8	3	Cockles – control	COCKLE	2	COLD	2	0	2	10	0.35	3	7	0	0	0	0	0.166666667	0	0.5	0						0	1	1	0	0	0	0	0	0.10	TRUE	TRUE
3.8.5	.8	3	Worms – control	WORM	4	COLD	0	0	9	10	0.1	8	2	0	0	0	0	0.25	0	0.333333333	0						0	2	2	0	0	0	0	0	0.20	FALSE	FALSE
3.9.1	.9	3	No fauna – warming	NO	1	WARM	0	0	1	9	0.611111111	0	8	1	0	0	0	0.142857143	0.142857143		0.142857143						0.5	1	0	1	0	0	0	0	0.10	TRUE	TRUE
3.9.2	.9	3	Worms – warming	WORM	4	WARM	0	0	13	8	1.75	4	0	0	0	4	0	0	0	0		0			0			0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.9.3	.9	3	Cockles – warming	COCKLE	2	WARM	2	0	1	14	0.678571429	9	1	1	3	0	0	0.285714286	0.333333333	0.25	0	0.5		0.5			1.25	2	1	0	0	1	0	0	0.20	TRUE	FALSE
3.9.4	.9	3	Mix – warming	MIX	5	WARM	1	0	5	9	0.444444444	1	8	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0.00	TRUE	TRUE
3.9.5	.9	3	Shrimps – warming	SHRIMP	3	WARM	0	3	0	8	1.4375	1	2	3	1	1	0	0	0		0	0	0					0	0	0	0	0	0	0	0.00	TRUE	FALSE
